project_id,sector,state_region,executing_agency,start_date,original_completion_date,physical_progress_pct,land_acquisition_pct,env_clearance_status,litigation_active,contractor_tier,original_budget_cr,delay_months,revised_budget_cr,expenditure_todate_cr,financial_progress_pct,cost_overrun_pct,risk_level,geo_latitude,geo_longitude,revised_completion_date
PRJ-IN-2026-0101,Water Resources,North-East,PWD,2018-06-27,2022-05-27,95.20720207788123,76.26851918380501,Cleared,False,Tier 1,99.5180903609698,30,99.5180903609698,34.96584457905937,35.135164322619175,0.0,Low Risk,23.99831125015264,87.89051360389503,2024-11-25
PRJ-IN-2026-0102,Power & Energy,West,PWD,2021-09-17,2024-02-16,38.97452914934614,68.56204483182839,In-Review,False,Tier 1,78.97637320271672,28,78.97637320271672,50.524762895668395,63.97452914934614,0.0,Low Risk,12.26982500267108,76.56996652411986,2026-06-17
PRJ-IN-2026-0103,Highways,North-East,NHAI,2020-07-17,2025-05-17,66.17300595060173,90.75740214326765,Cleared,True,Tier 1,102.26773631086915,48,102.26773631086915,44.67200862567744,43.68142899915703,0.0,Low Risk,10.378866978323959,96.85971334304082,2029-05-17
PRJ-IN-2026-0104,Ports & Shipping,North-East,PWD,2025-09-07,2030-01-06,45.18019723260461,45.36076125833535,Cleared,False,Tier 1,4907.069375502127,41,4907.069375502127,3443.790966068132,70.18019723260461,0.0,Low Risk,11.29563099185873,68.98795670399574,2033-06-07
PRJ-IN-2026-0105,Urban Metro,West,PWD,2020-05-05,2022-08-04,90.93374558660051,82.41546543695326,Cleared,False,Tier 1,345.6002962735041,2,345.6002962735041,85.89106839130714,24.852718390997538,0.0,Low Risk,13.75689483108809,69.63025107847064,2022-10-03
PRJ-IN-2026-0106,Power & Energy,South,NTPC,2019-09-20,2024-01-19,32.426117514409306,59.89954077291975,In-Review,False,Tier 2,181.94004547372614,24,209.23105229478506,90.74534477429118,43.37087816508245,14.999999999999996,Medium Risk,23.276804162111127,70.26468209283033,2026-01-18
PRJ-IN-2026-0107,Railways,South,Railways,2024-07-21,2029-02-19,32.85256981482462,76.61639685071482,Cleared,False,Tier 3,102.3084326310434,20,126.92820161025715,54.843904963494225,43.208604760584784,24.064261709492147,High Risk,23.163762881559048,91.33427346765316,2030-10-20
PRJ-IN-2026-0108,Highways,North-East,NHAI,2024-09-07,2027-02-06,36.59435215916121,47.48830232090111,Cleared,False,Tier 2,204.46136993517732,60,204.46136993517732,94.91720274688852,46.42304938922261,0.0,Low Risk,28.041922503330518,97.15480489352414,2032-02-06
PRJ-IN-2026-0109,Highways,North-East,NHAI,2021-01-05,2022-12-06,49.778921796129495,79.8106539655962,Cleared,False,Tier 1,495.9218754535905,40,495.9218754535905,359.20764520958323,72.43230496356652,0.0,Low Risk,8.57514361215666,81.82270276925578,2026-04-06
PRJ-IN-2026-0110,Water Resources,South,PWD,2018-08-27,2019-08-27,88.77192683617288,95.74249725686788,In-Review,False,Tier 1,463.26295932924853,12,463.26295932924853,344.578202146059,74.38069355792413,0.0,Low Risk,23.558278125399507,85.05140618105979,2020-08-26
PRJ-IN-2026-0111,Railways,South,Railways,2018-10-15,2022-02-13,20.746749209440594,78.11412800654337,Cleared,False,Tier 3,778.9799896285812,0,778.9799896285812,329.15953761306747,42.25519807896622,0.0,Low Risk,34.470980713017994,73.68361959148453,2022-02-13
PRJ-IN-2026-0112,Highways,South,PWD,2022-03-03,2024-03-02,65.13079035061575,75.81712147536382,Pending,True,Tier 1,824.7308903367176,60,824.7308903367176,327.63253930660045,39.72599342954597,0.0,Low Risk,33.01990205794351,72.97151018202052,2029-03-02
PRJ-IN-2026-0113,Railways,South,Railways,2024-12-17,2028-04-17,30.595730082086614,26.565306361992697,Cleared,False,Tier 3,239.05150998144325,40,319.41080108537193,25.88182182686603,8.102988921764217,33.615889357974226,High Risk,19.604829152477883,73.37917577615514,2031-08-17
PRJ-IN-2026-0114,Power & Energy,North-East,PWD,2021-02-03,2023-07-05,8.266123945085956,50.369901760225,Cleared,False,Tier 1,105.57465853646754,5,110.88180028123097,36.88607711409696,33.26612394508596,5.026908747168941,Medium Risk,33.27825820090161,96.57485607692078,2023-12-04
PRJ-IN-2026-0115,Highways,North,NHAI,2018-02-22,2020-04-23,95.36569801331673,95.72698373344159,Cleared,False,Tier 2,183.60698477751006,19,183.60698477751006,84.60481883519063,46.079302994770295,0.0,Low Risk,26.940975667601997,91.04476699805687,2021-11-22
PRJ-IN-2026-0116,Water Resources,East,CWD,2020-12-31,2023-06-01,78.57791084751142,83.73087620539602,Cleared,False,Tier 2,628.7532628312848,21,849.3125553420559,432.3931828801931,50.91096088954544,35.07883068750841,High Risk,12.303541864521753,70.5188693735801,2025-03-01
PRJ-IN-2026-0117,Urban Metro,North-East,PWD,2018-01-09,2019-09-09,95.2018825414786,87.38220855275146,Cleared,False,Tier 1,111.51563600102754,50,140.44902790132588,118.27073945557385,84.2090124957407,25.945591970646813,High Risk,26.638912985512135,95.48722219257445,2023-11-09
PRJ-IN-2026-0118,Power & Energy,East,NTPC,2021-05-22,2023-10-21,40.02696698083595,25.156096325574868,Cleared,False,Tier 1,3055.4889363486914,48,3513.812276800995,1662.5513286261796,47.314745286842154,14.999999999999991,Medium Risk,29.617607911964726,80.00339446067969,2027-10-21
PRJ-IN-2026-0119,Railways,East,Railways,2021-10-19,2024-01-18,75.69802454528052,84.4651636468419,Cleared,True,Tier 1,107.34392686557896,43,123.4455158954158,122.70104156201468,99.39692071599276,14.999999999999986,Medium Risk,28.432114085996993,83.29118639552063,2027-08-18
PRJ-IN-2026-0120,Power & Energy,South,NTPC,2023-11-06,2026-10-06,65.11448219625322,90.0654031873494,Pending,True,Tier 3,449.7207044749937,60,449.7207044749937,197.86858076919478,43.99810344515661,0.0,Low Risk,12.506289571866935,84.26870044005716,2031-10-06
PRJ-IN-2026-0121,Power & Energy,North,NTPC,2018-07-22,2021-08-21,61.90172048170028,84.17300254184087,In-Review,False,Tier 1,347.5916535621185,35,347.5916535621185,241.28897434172637,69.41736715165554,0.0,Low Risk,13.763042164652472,73.97349394110972,2024-07-21
PRJ-IN-2026-0122,Power & Energy,South,NTPC,2021-11-05,2023-10-06,4.027035789032752,79.34781825330596,Cleared,False,Tier 1,637.0675749989678,17,637.0675749989678,184.92183299527343,29.02703578903275,0.0,Low Risk,9.72530341245334,91.09594332133591,2025-03-06
PRJ-IN-2026-0123,Highways,North,NHAI,2019-06-02,2023-07-02,7.172912009148735,66.21874674705558,Cleared,False,Tier 1,50.0,0,50.0,16.086456004574366,32.17291200914873,0.0,Low Risk,20.419200868636846,72.40089297932452,2023-07-02
PRJ-IN-2026-0124,Railways,North,Railways,2021-09-24,2024-07-24,19.526279331214656,62.191329605800064,Cleared,False,Tier 3,766.7217955561003,14,766.7217955561003,341.3926883826138,44.52627933121465,0.0,Low Risk,26.642689218023058,91.87320927020957,2025-09-23
PRJ-IN-2026-0125,Highways,North,NHAI,2025-11-19,2030-05-20,74.96539587189831,91.439514205183,Pending,False,Tier 1,157.75708194005136,7,157.75708194005136,40.30089180856413,25.546169663482182,0.0,Low Risk,22.859589092624244,68.87033492238301,2030-12-19
PRJ-IN-2026-0126,Railways,South,Railways,2023-12-06,2027-02-04,79.83422352194502,76.42936905978075,Cleared,False,Tier 1,88.26142775562421,2,88.26142775562421,29.119056353336266,32.99182564093604,0.0,Low Risk,20.741267214146955,73.17230907240884,2027-04-05
PRJ-IN-2026-0127,Railways,North,Railways,2024-10-03,2027-10-03,64.7220863623007,89.00976117590807,Pending,False,Tier 2,781.7193767374113,7,989.0212476999412,654.421716704964,66.16862056572405,26.51870698507261,Medium Risk,26.310075701707476,78.58945460372458,2028-05-03
PRJ-IN-2026-0128,Highways,North-East,NHAI,2018-04-23,2020-10-22,19.206870060150116,65.5859745169673,Cleared,False,Tier 2,50.0,46,50.0,22.103435030075058,44.206870060150116,0.0,Low Risk,13.364437655130574,80.66197321319916,2024-08-22
PRJ-IN-2026-0129,Highways,North,PWD,2024-02-11,2027-09-11,77.76172634809909,81.3717914575869,Cleared,False,Tier 1,2449.8042282632923,15,2449.8042282632923,422.0063516237026,17.22612553097233,0.0,Low Risk,16.587195966139973,95.03667717399728,2028-12-10
PRJ-IN-2026-0130,Power & Energy,South,NTPC,2024-12-05,2027-12-05,11.346848896570084,78.70915355036429,In-Review,False,Tier 1,313.96883552961623,59,313.96883552961623,114.11777823227025,36.34684889657008,0.0,Low Risk,15.036248405995826,89.58328189876501,2032-11-03
PRJ-IN-2026-0131,Highways,North-East,NHAI,2023-05-15,2027-03-15,89.40233984996057,92.74788953890194,Cleared,False,Tier 2,205.0141122870559,12,205.0141122870559,58.02156778030783,28.301255524823286,0.0,Low Risk,19.085669382698494,75.67247035258578,2028-03-14
PRJ-IN-2026-0132,Water Resources,North,PWD,2024-04-04,2028-11-03,38.47741138473844,70.70791576137599,Cleared,False,Tier 3,53.67289858994728,41,53.67289858994728,34.07016664005431,63.47741138473844,0.0,Low Risk,35.029364115599726,84.63596992973498,2032-04-04
PRJ-IN-2026-0133,Power & Energy,East,NTPC,2018-05-20,2020-08-18,72.70876951809697,94.09173114819619,Pending,True,Tier 1,177.39296396602316,45,236.68390287260343,147.64115827257538,62.37904499658523,33.423500899357265,High Risk,33.10998139216993,78.01864793921088,2024-05-18
PRJ-IN-2026-0134,Railways,North-East,Railways,2023-11-29,2027-06-29,16.9495056461901,91.63758478522215,In-Review,False,Tier 1,999.2255932154961,5,999.2255932154961,419.17019664411106,41.9495056461901,0.0,Low Risk,30.181637894916307,70.18888337969784,2027-11-28
PRJ-IN-2026-0135,Power & Energy,East,NTPC,2024-09-08,2028-04-08,31.428252721718685,88.6375671504375,Cleared,True,Tier 1,334.6653087821723,60,334.6653087821723,188.8457862115244,56.428252721718685,0.0,Low Risk,10.62440789872506,88.69490087300645,2033-04-08
PRJ-IN-2026-0136,Highways,South,PWD,2019-11-06,2023-04-07,49.52731640551836,79.35889202311064,Cleared,True,Tier 3,480.15041421922086,60,675.0293276484906,73.42369608689262,10.877112012698609,40.587055151491434,Critical,27.676854587260102,90.69254698111283,2028-04-06
PRJ-IN-2026-0137,Ports & Shipping,West,PWD,2021-10-08,2024-04-08,49.63549877112747,96.27986459988198,Cleared,False,Tier 1,822.0789981266677,14,822.0789981266677,302.91091722468633,36.84693538150857,0.0,Low Risk,21.437651823663984,72.80818548434475,2025-06-08
PRJ-IN-2026-0138,Railways,West,Railways,2021-05-20,2023-12-19,9.719975231374312,52.05151182998332,Cleared,False,Tier 1,88.12682678575224,26,88.12682678575224,20.186653070739624,22.906365526828736,0.0,Low Risk,23.254078243129236,95.90907867146976,2026-02-17
PRJ-IN-2026-0139,Urban Metro,South,DMRC,2018-10-15,2021-02-13,54.83189168798788,82.89853971500321,Cleared,False,Tier 1,50.0,5,50.0,39.91594584399394,79.83189168798788,0.0,Low Risk,14.114879856987429,83.89852552726916,2021-07-15
PRJ-IN-2026-0140,Highways,North,PWD,2019-01-10,2021-05-11,7.5117915911691036,73.92544884672631,In-Review,False,Tier 1,73.63672869458917,18,96.3491241406644,31.32482644052961,32.5117915911691,30.843840904823004,High Risk,21.603189213828706,78.22225911288687,2022-11-09
PRJ-IN-2026-0141,Railways,North,Railways,2020-05-28,2022-06-28,92.3679981832325,77.77043060603248,Cleared,False,Tier 3,236.18427612226682,27,236.18427612226682,69.23075109813391,29.31217616802519,0.0,Low Risk,28.246660026838136,86.88639724141468,2024-09-26
PRJ-IN-2026-0142,Railways,North-East,Railways,2018-11-16,2021-09-15,42.17674632530518,27.09212029746669,Cleared,False,Tier 2,183.82264191148863,19,213.10854248845015,99.1584996104815,46.52957523551905,15.93160683168878,Medium Risk,34.568579951441016,73.2328160096076,2023-04-16
PRJ-IN-2026-0143,Water Resources,South,CWD,2022-01-06,2024-03-07,43.90790149528458,77.40374292163477,Cleared,False,Tier 1,180.30193384739226,15,180.30193384739226,124.24227896965424,68.90790149528458,0.0,Low Risk,14.474545970203776,85.71669467561179,2025-06-06
PRJ-IN-2026-0144,Power & Energy,North,NTPC,2018-06-13,2021-11-12,57.69935270855936,65.66578101110527,Cleared,False,Tier 3,453.5362991912552,24,453.5362991912552,229.42301444683446,50.58536987137325,0.0,Low Risk,30.284135901200976,78.04922949565218,2023-11-12
PRJ-IN-2026-0145,Railways,East,Railways,2018-02-10,2021-02-09,78.1674719943061,84.89548865674612,Cleared,False,Tier 2,146.07212679186804,0,146.07212679186804,41.55080793035912,28.445404912576578,0.0,Low Risk,29.272095004371508,86.79646533485719,2021-02-09
PRJ-IN-2026-0146,Highways,North-East,PWD,2023-01-13,2026-03-14,6.953483863612931,93.18564716151816,Pending,False,Tier 2,68.4942792563573,26,68.4942792563573,21.88630846967811,31.95348386361293,0.0,Low Risk,9.140376839225537,83.44032824464152,2028-05-13
PRJ-IN-2026-0147,Railways,North,Railways,2020-01-08,2022-09-08,70.29780454121878,76.56570137124174,Cleared,False,Tier 1,75.02044467265165,17,147.5215753574594,10.50253048658906,7.119318283539468,96.64183010533087,High Risk,22.78722200541918,77.23197598333081,2024-02-07
PRJ-IN-2026-0148,Railways,North,Railways,2021-01-09,2024-01-09,91.05308449170165,87.71844423553613,Cleared,False,Tier 1,511.1836693786142,14,587.8612197854063,305.9022839722601,52.03647964462209,15.000000000000002,Medium Risk,21.909360781454865,73.53246298258556,2025-03-10
PRJ-IN-2026-0149,Railways,East,Railways,2020-09-08,2023-06-09,43.919673213956635,74.54296401450182,Pending,False,Tier 2,885.0144183362913,24,885.0144183362913,423.8137420863173,47.88777824467882,0.0,Low Risk,30.239854255601458,74.42723294300013,2025-06-08
PRJ-IN-2026-0150,Highways,West,NHAI,2021-10-02,2025-07-02,1.326535876642243,94.22610593234424,Pending,False,Tier 3,1317.397649818367,30,1317.397649818367,346.8251649174741,26.326535876642243,0.0,Low Risk,8.724054150967751,95.91923089710066,2028-01-01
PRJ-IN-2026-0151,Urban Metro,East,DMRC,2021-09-17,2024-03-18,24.736852313327528,91.35051284222354,In-Review,False,Tier 1,138.3745315358108,8,161.06112134603282,80.10673205806559,49.73685231332753,16.395061691212167,Medium Risk,8.744217468362665,76.74346104250507,2024-11-16
PRJ-IN-2026-0152,Water Resources,North-East,PWD,2019-01-25,2022-05-26,94.10459869682556,89.03696692639845,Cleared,True,Tier 1,302.25274642097423,28,302.25274642097423,267.875545108218,88.62633947256973,0.0,Low Risk,30.557469321725954,76.67049057923084,2024-09-24
PRJ-IN-2026-0153,Highways,North,PWD,2018-01-06,2019-09-06,11.801954857254959,98.15304632901007,Cleared,False,Tier 2,431.02708646128946,19,495.68114943048283,182.4203528493288,36.801954857254955,14.999999999999991,Medium Risk,24.74375347185378,90.18386241055758,2021-04-06
PRJ-IN-2026-0154,Power & Energy,South,NTPC,2021-07-18,2025-03-18,1.3613580552586102,71.86762754451172,Cleared,False,Tier 3,346.2949456909854,47,398.2391875446332,16.067829168765947,4.03471824755195,14.999999999999991,Medium Risk,33.18997415002808,85.63046754819,2029-02-15
PRJ-IN-2026-0155,Highways,South,NHAI,2022-07-11,2024-12-09,93.58600351673228,86.7517732181664,Cleared,False,Tier 1,479.5522189688495,0,479.5522189688495,355.2327334822812,74.0759232114733,0.0,Low Risk,30.644969856333,88.18154735921235,2024-12-09
PRJ-IN-2026-0156,Power & Energy,South,NTPC,2024-02-24,2026-03-26,86.30257282385429,93.0587055185172,Cleared,False,Tier 2,564.2114576300567,25,564.2114576300567,316.81936840853757,56.152593876650826,0.0,Low Risk,34.654978439164324,79.64084027024819,2028-04-25
PRJ-IN-2026-0157,Highways,East,NHAI,2019-08-01,2021-05-31,46.03920479638055,65.27603378195239,Cleared,False,Tier 1,97.75972695677763,7,100.67577063199084,5.401379454403797,5.365123525250125,2.982868064374283,Low Risk,27.704482795412126,86.78462256977065,2021-12-30
PRJ-IN-2026-0158,Power & Energy,West,NTPC,2018-09-02,2020-06-02,0.5395002014457306,71.1088384597758,In-Review,False,Tier 2,116.14248777492506,5,159.33640449445963,40.6937213468389,25.53950020144573,37.190452475274135,Medium Risk,28.670672234811157,83.94012271234544,2020-11-01
PRJ-IN-2026-0159,Power & Energy,South,NTPC,2022-10-12,2025-04-12,58.377053173333216,78.71034011913646,Pending,False,Tier 2,408.3776546821908,39,469.63430288451934,299.89018644501664,63.85610774235929,14.999999999999986,Medium Risk,15.661037709169483,83.78099878882257,2028-07-12
PRJ-IN-2026-0160,Urban Metro,West,DMRC,2025-03-21,2029-08-20,81.67618813689954,95.29997028542199,Cleared,False,Tier 2,74.35171404769814,8,74.35171404769814,50.87976024998712,68.43118669375492,0.0,Low Risk,24.424675629778314,84.81848748951302,2030-04-20
PRJ-IN-2026-0161,Highways,North,NHAI,2019-11-30,2022-03-31,28.607078453462687,18.168407944202023,Cleared,False,Tier 1,115.94707232886779,14,115.94707232886779,62.15583802782928,53.607078453462684,0.0,Low Risk,34.057035022325344,77.64630932818577,2023-05-31
PRJ-IN-2026-0162,Water Resources,East,CWD,2018-09-08,2019-09-08,17.273545900139307,67.16357128665238,Cleared,False,Tier 2,294.78026852731534,34,450.8990210030562,190.61100460700575,42.27354590013931,52.961059183401325,Critical,10.005120124640174,77.62528527744453,2022-07-08
PRJ-IN-2026-0163,Highways,South,NHAI,2021-03-22,2024-07-21,90.46587216225336,78.91722612263266,Cleared,False,Tier 1,135.61031939766676,0,135.61031939766676,74.16836683929485,54.692273544317715,0.0,Low Risk,14.117603078272998,92.88202234475787,2024-07-21
PRJ-IN-2026-0164,Highways,East,NHAI,2022-06-27,2024-04-26,76.79263105127677,77.50513440029492,In-Review,True,Tier 3,374.54272452415705,57,374.54272452415705,261.03617318081615,69.6946319041314,0.0,Low Risk,16.93009875773739,95.78851199227762,2029-01-25
PRJ-IN-2026-0165,Power & Energy,North,PWD,2022-12-28,2026-09-27,44.8081231052452,38.572162552455154,Cleared,False,Tier 2,105.32835527148494,15,105.32835527148494,46.57139259956087,44.21543702977477,0.0,Low Risk,20.767425422733723,75.32544238712269,2027-12-27
PRJ-IN-2026-0166,Railways,North-East,Railways,2018-11-26,2021-05-27,90.50147748769928,85.59764517253078,Cleared,True,Tier 2,50.0,32,50.0,43.380898204742635,86.76179640948527,0.0,Low Risk,34.63495767286962,91.29625542486475,2024-01-26
PRJ-IN-2026-0167,Urban Metro,North-East,PWD,2023-04-03,2025-12-02,60.815597895967635,81.86842414947581,Cleared,False,Tier 3,347.8524693724009,22,347.8524693724009,298.5116763878135,85.81559789596763,0.0,Low Risk,29.615353728086845,90.26741884882274,2027-10-02
PRJ-IN-2026-0168,Urban Metro,North-East,PWD,2020-09-29,2024-11-29,94.40885940227356,95.25683151089962,In-Review,False,Tier 2,224.1779043696697,34,224.1779043696697,116.23148571053765,51.84787771004932,0.0,Low Risk,31.914110052281842,79.62730650032853,2027-09-29
PRJ-IN-2026-0169,Railways,North-East,Railways,2018-03-31,2021-10-29,10.316100597730015,72.6935446129917,Cleared,False,Tier 3,1105.1172373460677,36,1105.1172373460677,385.29385500366203,34.864523145882956,0.0,Low Risk,30.136515894568063,80.21050294587741,2024-10-28
PRJ-IN-2026-0170,Ports & Shipping,North,PWD,2025-05-18,2027-02-16,43.641493052990185,85.76420000559995,Cleared,True,Tier 1,156.36010912222432,13,156.36010912222432,46.378293067162154,29.661205359551744,0.0,Low Risk,15.167406326605118,91.82151643404588,2028-03-17
PRJ-IN-2026-0171,Highways,East,PWD,2022-04-13,2024-02-11,67.92167535403905,93.60299467638117,In-Review,False,Tier 1,270.01140875165413,18,270.01140875165413,215.8782849786215,79.95154203916542,0.0,Low Risk,31.143023573612,70.35912397301765,2025-08-11
PRJ-IN-2026-0172,Railways,South,Railways,2020-06-10,2021-08-10,40.789739075866194,56.65128951438032,In-Review,False,Tier 1,150.86787307586536,10,150.86787307586536,39.16924534538114,25.96261519885318,0.0,Low Risk,34.57946208453352,76.36951711571852,2022-06-10
