sector,project_name,original_cost_cr,revised_cost_cr,anticipated_cost_cr,expenditure_cum_cr,approval_year,original_doc_year,tor_months,delayed,planned_duration_years,cost_overrun_pct,overrun_flag,overrun_ratio,physical_progress
ROAD TRANSPORT AND HIGHWAYS,CONTROL PROVISION BYPASS TO GANESHPUR 13.89 KM TO 41.820 KM O,796.65,,796.65,432.84,2022,2024.0,7.0,1.0,2.0,0.0,0,0.0,87.5
SHIPPING AND PORTS,PROJECT,5369.18,5061.15,5061.15,3441.55,2018,2023.0,33.0,1.0,5.0,0.0,0,0.0,68.86
TELECOMMUNICATIONS,OF EXISTING AND NIB-P3 DATA,461.42,461.42,,166.02,2020,2021.0,,,,0.0,0,0.0,81.0
TELECOMMUNICATIONS,ROUTERS FOR BSNL - MULTI PROTOCOL,239.6,,239.6,179.43,2023,2024.0,12.0,1.0,1.0,0.0,0,0.0,100.0
TELECOMMUNICATIONS,ACCESS AND TEST AND MEASURING,645.13,,645.13,346.69,2023,2024.0,10.0,1.0,1.0,0.0,0,0.0,89.15
TELECOMMUNICATIONS,SUPPLY AND ANNUAL MAINTENANCE,24556.35,,24544.55,8087.14,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,94.09
TELECOMMUNICATIONS,NETWORK,810.99,,810.99,635.37,2024,2025.0,0.0,0.0,1.0,0.0,0,0.0,100.0
URBAN DEVELOPMENT,MEERUT RRTS,30274.0,,30274.0,25673.23,2019,2025.0,0.0,0.0,6.0,0.0,0,0.0,86.3
PETROLEUM,"OF DIMAPUR DEPOT,",227.62,,227.62,6.12,2023,2027.0,0.0,0.0,4.0,0.0,0,0.0,18.0
RAILWAYS,DIMAPUR TO NATIONAL PROJECT,6663.2,6663.2,6663.2,,2006,2026.0,45.0,1.0,20.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF DIMAPUR KOHIMA ROAD KM 123.840 TO KM 138.775 124.100 TO KM 1,373.07,534.41,534.41,382.5,2016,2019.0,68.0,1.0,3.0,43.2466,1,0.432466,99.81
ROAD TRANSPORT AND HIGHWAYS,OF EXISTING DIMAPUR FROM DESIGN KM 152.490,429.52,794.74,794.74,321.4,2016,2022.0,37.0,1.0,6.0,85.0298,1,0.850298,91.49
ROAD TRANSPORT AND HIGHWAYS,OF FOUR/SIX LANING LENGTH OF 20.,387.0,,688.12,392.01,2017,2020.0,55.0,1.0,3.0,77.8088,1,0.778088,100.0
ROAD TRANSPORT AND HIGHWAYS,OF DIMAPUR BYPASS OF 4/6 LANE PAVEMENT FROM EXISTING,500.09,698.81,698.81,393.53,2018,2022.0,29.0,1.0,4.0,39.7368,1,0.397368,100.0
ROAD TRANSPORT AND HIGHWAYS,OF TWO LANE WITH HARD OF MERANGKONG-TAMLU- EXISTING KM 20.456 TO,215.79,,215.79,130.2,2018,2021.0,44.0,1.0,3.0,0.0,0,0.0,79.58
ROAD TRANSPORT AND HIGHWAYS,OF TWO LANE WITH HARD OF MERANGKONG-TAMLU- EXISTING KM 60.345 TO,323.98,,323.98,119.94,2018,2018.0,84.0,1.0,0.0,0.0,0,0.0,59.68
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE WITH PAVED KOHIMA-BYPASS ROAD KM10.500 TO 21.00KM [D,277.44,,277.44,168.88,2020,2022.0,44.0,1.0,2.0,0.0,0,0.0,67.81
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE WITH PAVED KOHIMA-BYPASS ROAD KM21.0 TO KM32.0 [DESIG,159.85,342.29,159.85,,2020,2022.0,38.0,1.0,2.0,114.132,1,1.14132,
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE WITH PAVED KOHIMA-BYPASS ROAD KM32.0 TO KM43.454 [DES,202.36,,202.36,75.39,2020,2022.0,40.0,1.0,2.0,0.0,0,0.0,31.02
ROAD TRANSPORT AND HIGHWAYS,CHANGTONGYA TO,278.95,,278.95,166.29,2020,2022.0,12.0,1.0,2.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,KOHIMA - JESSAMI SECTION,330.8,,330.8,171.89,2020,2021.0,47.0,1.0,1.0,0.0,0,0.0,92.44
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE WITH PAVED KOHIMA-BYPASS ROAD KM 0.00 TO KM 10.500 [D,232.29,350.88,232.29,70.9,2020,2022.0,55.0,1.0,2.0,51.0526,1,0.510526,14.7
ROAD TRANSPORT AND HIGHWAYS,SECTION PKG-2,258.52,,258.52,89.46,2021,2023.0,30.0,1.0,2.0,0.0,0,0.0,79.7
ROAD TRANSPORT AND HIGHWAYS,EXISTING SINGLE LANE / LANE ROAD TO 2 LANE TO KM 125 OF NH 61 I,252.19,,252.19,14.25,2020,2024.0,21.0,1.0,4.0,0.0,0,0.0,17.9
ROAD TRANSPORT AND HIGHWAYS,EXISTING SINGLE LANE LANE TO 2 LANE FROM,297.24,,297.24,137.76,2021,2024.0,17.0,1.0,3.0,0.0,0,0.0,79.47
ROAD TRANSPORT AND HIGHWAYS,EXISTING RANE TO 2 LANE TO KM 147 AND FROM KM,226.44,,226.44,,2021,2024.0,13.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,EXISTING SINGLE LANE LANE ROAD TO CHARE VIA DIKHU,192.93,,192.93,105.41,2021,2025.0,3.0,1.0,4.0,0.0,0,0.0,92.82
ROAD TRANSPORT AND HIGHWAYS,PKG-3,177.77,199.02,199.02,46.94,2021,2025.0,6.0,1.0,4.0,11.9536,1,0.119536,61.25
ROAD TRANSPORT AND HIGHWAYS,2 LANE WITH HARD AKEGWO-AVANGKHU NH-202K FOR PACKAGE-I,430.24,,430.24,100.51,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,54.28
ROAD TRANSPORT AND HIGHWAYS,2 LANE WITH HARD AKEGWO-AVANGKHU NH-202K FOR PACKAGE-II,442.54,,442.54,50.6,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,26.58
ROAD TRANSPORT AND HIGHWAYS,2 LANE WITH HARD AKEGWO-AVANGKHU NH-202K FOR PACKAGE-III,497.18,,497.18,163.84,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,62.02
COAL,LAKHANPUR-BELPAHAR-,2434.75,,2434.75,1760.96,2018,2027.0,0.0,0.0,9.0,0.0,0,0.0,60.87
COAL,OF BHARATPUR OCP,2838.87,,2838.87,1835.56,2018,2029.0,0.0,0.0,11.0,0.0,0,0.0,44.62
COAL,THERMAL POWER PROJECT 800 MW),27213.0,,27213.0,1883.39,2024,2029.0,10.0,1.0,5.0,0.0,0,0.0,1.55
COAL,KULDA GARJANBAHAL OCP,3563.5,,3563.5,496.87,2023,2030.0,0.0,0.0,7.0,0.0,0,0.0,3.58
DEPARTMENT OF HIGHER EDUCATION,OF SCIENCE RESEARCH BERHAMPUR ),790.79,,790.79,706.39,2019,2022.0,43.0,1.0,3.0,0.0,0,0.0,96.0
MINES,ALUMINA REFINERY,4103.0,5677.4,5677.4,3799.56,2014,2021.0,53.0,1.0,7.0,38.3719,1,0.383719,73.74
MINES,E COAL BLOCK,534.0,,1021.97,826.94,2016,2020.0,50.0,1.0,4.0,91.3801,1,0.913801,87.5
MINES,OF FLAT BOTTOM SETTLERS WITH A SINGLE TRAIN OF IN STREAMS 1 AND,355.0,581.0,581.0,163.55,2015,2020.0,81.0,1.0,5.0,63.662,1,0.63662,12.6
MINES,BAUXITE ARRANGEMENT ALUMINA REFINERY BLOCK MINING LEASE OF,483.0,483.0,495.0,385.2,2017,2021.0,61.0,1.0,4.0,0.0,0,0.0,89.3
MINES,MINES,1437.0,,1381.0,650.05,2018,2024.0,5.0,1.0,6.0,0.0,0,0.0,51.0
MINES,OF RED MUD POND - II AT ODISHA,225.79,,270.66,,2019,2023.0,14.0,1.0,4.0,19.8724,1,0.198724,
PETROLEUM,PARA XYLENE,13805.0,,13805.0,7531.48,2020,2024.0,27.0,1.0,4.0,0.0,0,0.0,89.7
POWER,EXPANSION SCHEME,524.04,,524.04,359.97,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,99.0
POWER,POWER PROJECT MW),11844.0,,12539.0,3218.1,2022,2027.0,7.0,1.0,5.0,5.868,1,0.05868,21.4
RAILWAYS,ROAD DOUBLING,2362.0,2361.74,2361.74,1794.64,2015,2027.0,0.0,0.0,12.0,0.0,0,0.0,79.0
RAILWAYS,WITH FLY OVER ROAD 3RD AND 4TH LINE,820.61,,810.02,580.59,2015,2027.0,0.0,0.0,12.0,0.0,0,0.0,
RAILWAYS,- SALEGAON VIA RAJATGARH LINE.,1172.92,,2022.75,1949.32,2015,2026.0,0.0,0.0,11.0,72.4542,1,0.724542,80.0
RAILWAYS,-SAMABALPUR 3RD LINE,4803.16,,4803.16,4691.52,1991,2026.0,0.0,0.0,35.0,0.0,0,0.0,
RAILWAYS,NEWLINE,748.0,,747.91,,2017,2028.0,17.0,1.0,11.0,0.0,0,0.0,
RAILWAYS,NEW LINE WITH Y AT TALCHER,278.96,495.0,494.62,29.5,2018,2026.0,0.0,0.0,8.0,77.4448,1,0.774448,
RAILWAYS,BAUXITE MINES TO STATION,190.9,,190.9,10.0,2022,2027.0,0.0,0.0,5.0,0.0,0,0.0,
RAILWAYS,IRON ORE MINES TO,189.93,,189.93,14.04,2022,2027.0,6.0,1.0,5.0,0.0,0,0.0,
RAILWAYS,FLYOVER FOR JOINING DN LINE,296.51,,297.0,171.98,2009,2026.0,0.0,0.0,17.0,0.1653,1,0.001653,10.0
RAILWAYS,FLY OVER,183.0,257.97,257.97,0.83,2019,2027.0,0.0,0.0,8.0,40.9672,1,0.409672,
RAILWAYS,A-CABIN 5TH,209.75,,244.99,76.22,2022,2026.0,0.0,0.0,4.0,16.801,1,0.16801,30.0
ROAD TRANSPORT AND HIGHWAYS,OF FOUR LANNING OF SECTION OF,2510.04,,2510.04,1181.34,2016,2019.0,70.0,1.0,3.0,0.0,0,0.0,99.38
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF,686.65,565.0,686.65,574.26,2017,2020.0,60.0,1.0,3.0,0.0,0,0.0,97.8
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION OF TO 4 LANE OF DUBURI,633.68,492.83,633.68,560.38,2018,2022.0,40.0,1.0,4.0,0.0,0,0.0,86.0
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION OF TO FOUR LANE FROM END OF KAMAKHYANAG,614.48,503.3,757.12,,2018,2021.0,46.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF 112.0) PKG II ON,686.65,504.09,1015.16,488.98,2018,2020.0,58.0,1.0,2.0,0.0,0,0.0,97.98
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF BHADRAK BALESHWAR,999.0,1152.7,1152.7,540.1,2018,2021.0,46.0,1.0,3.0,15.3854,1,0.153854,82.01
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION TO 4-,503.88,609.03,609.03,536.89,2018,2021.0,48.0,1.0,3.0,20.8681,1,0.208681,98.5
ROAD TRANSPORT AND HIGHWAYS,2LPS FROM 0/0 TO 119/0 OF,287.7,,293.66,275.42,2016,2017.0,106.0,1.0,1.0,2.0716,1,0.020716,98.66
ROAD TRANSPORT AND HIGHWAYS,2LPS FROM 239/9 TO 294/3 TO KHURDA) IN THE,223.5,,,220.5,2016,2018.0,,,,0.0,0,0.0,92.0
ROAD TRANSPORT AND HIGHWAYS,2LPS FROM 269/30 TO 328/20,199.16,,199.16,158.73,2018,2018.0,82.0,1.0,0.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,OF PANIKOILI RIMULI NEW NH-20 FROM KM 0.00 TO,200.0,154.73,154.73,150.38,2020,2022.0,39.0,1.0,2.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,KANDILI - ALURU SECTION ROAD FROM KM 342+500 TO,1592.0,1592.0,1592.0,1083.78,2021,2024.0,14.0,1.0,3.0,0.0,0,0.0,78.13
ROAD TRANSPORT AND HIGHWAYS,BARAJA - KANDILI NH- 130-CD ROAD FROM KM,714.0,714.0,714.0,,2021,2024.0,11.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,KALIAGURA ? SECTION OF NH-130-CD KM 249+000 TO KM 293+000,1734.0,1734.0,1734.0,1222.14,2021,2024.0,19.0,1.0,3.0,0.0,0,0.0,86.0
ROAD TRANSPORT AND HIGHWAYS,- KARKI SECTION TO KM 226.500 OF NH-130- ? OD-3),1249.0,,1249.0,465.59,2021,2024.0,19.0,1.0,3.0,0.0,0,0.0,85.6
ROAD TRANSPORT AND HIGHWAYS,- HATIBENA SECTION TO KM 146.50 OF NH-130- ? OD-1),586.0,,586.0,240.33,2021,2024.0,15.0,1.0,3.0,0.0,0,0.0,88.9
ROAD TRANSPORT AND HIGHWAYS,? KALIAGURA SECTION FROM KM 249.000 OF NH-130-CD OD-4),593.0,,593.0,282.15,2021,2024.0,15.0,1.0,3.0,0.0,0,0.0,94.46
ROAD TRANSPORT AND HIGHWAYS,- BADAKUMARI SECTION TO KM 179.00 OF NH-130- ? OD-2),925.0,,925.0,460.47,2021,2024.0,15.0,1.0,3.0,0.0,0,0.0,97.0
ROAD TRANSPORT AND HIGHWAYS,BAUNSAGUAR - BARAJA NH-130-CD ROAD FROM KM,1460.0,1460.0,1460.0,978.88,2021,2024.0,18.0,1.0,3.0,0.0,0,0.0,91.0
ROAD TRANSPORT AND HIGHWAYS,OF ROAD FROM KM 0/0 TO SUCH AS 4 LANE FROM KM TO BAR,414.24,,414.24,307.52,2020,2023.0,20.0,1.0,3.0,0.0,0,0.0,98.0
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENING TO 2L+PS OF KANDARPUR-BALIKUDA TO 318/970 OF,499.79,,499.79,285.58,2022,2025.0,6.0,1.0,3.0,0.0,0,0.0,45.0
ROAD TRANSPORT AND HIGHWAYS,OF BYPASS ON NH-59 TOWN INCLUDING,196.94,,196.94,,2021,2024.0,17.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF BYPASS TO FROM KM 235.469 TO INCLUDING LAND,300.33,,300.33,203.81,2022,2025.0,4.0,1.0,3.0,0.0,0,0.0,70.0
ROAD TRANSPORT AND HIGHWAYS,OF BYPASS TO KHORDHA KM 294/000 TO 300/300 ON NH-,157.49,,,72.57,2022,2024.0,,,,0.0,0,0.0,54.0
ROAD TRANSPORT AND HIGHWAYS,OF BYPASS ROAD TO,238.78,,238.78,50.39,2022,2025.0,1.0,1.0,3.0,0.0,0,0.0,35.0
ROAD TRANSPORT AND HIGHWAYS,OF 5 HL BRIDGES AT KM,154.05,,154.05,47.47,2021,2024.0,14.0,1.0,3.0,0.0,0,0.0,30.0
ROAD TRANSPORT AND HIGHWAYS,OF FOUR LANE ROB AND IN LIEU OF EXISTING NO. RV-71 AT KM,154.49,,154.49,59.92,2021,2025.0,2.0,1.0,4.0,0.0,0,0.0,45.0
ROAD TRANSPORT AND HIGHWAYS,OF 4 LANE ROB WITH IN LIEU OF LC NO. RV-172 AT,324.09,,324.09,110.76,2021,2025.0,3.0,1.0,4.0,0.0,0,0.0,35.0
ROAD TRANSPORT AND HIGHWAYS,AND UP GRADATION LANING OF CHANDIKHOLE OF NH 53 FROM KM.,711.0,,711.0,182.54,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,52.3
ROAD TRANSPORT AND HIGHWAYS,AND UP GRADATION LANING OF CHANDIKHOLE OF NH 53 FROM KM,762.75,,762.75,228.86,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,52.78
ROAD TRANSPORT AND HIGHWAYS,OVER RIVER BRAHMANI,153.61,,153.61,14.22,2022,2025.0,23.0,1.0,3.0,0.0,0,0.0,34.49
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENLNG TO KM 0.000 TO 40.000 PODAMARI SECTION) OF NH,186.52,,186.52,45.93,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,35.0
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENING TO FROM KM 0.000 TO 35.800 SECTION) OF N,636.1,,636.1,264.02,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,36.0
ROAD TRANSPORT AND HIGHWAYS,AND UP GRADATION LANING OF CHANDIKHOLE ?,882.45,,882.45,81.9,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,12.73
STEEL,OF COKE OVEN BATTERY-2 AUGMENTATION OF COKE GAS HANDLING FACILITY,377.18,,377.18,434.9,2020,2023.0,22.0,1.0,3.0,0.0,0,0.0,
STEEL,OF 4TH SLAB CASTER ITS AUXILIARIES AND A NEW IN SMS-II AT RSP,970.18,,970.18,689.07,2022,2025.0,2.0,1.0,3.0,0.0,0,0.0,93.76
DEPARTMENT OF HIGHER EDUCATION,OF PERMANENT CAMPUS OF MANAGEMENT PUNJAB. ),348.24,,348.24,,2019,2022.0,38.0,1.0,3.0,0.0,0,0.0,
PETROLEUM,"ETHANOL PROJECT, BATHINDA,",1421.46,,1421.46,1156.45,2020,2023.0,34.0,1.0,3.0,0.0,0,0.0,95.62
PETROLEUM,PIPELINE,367.0,397.0,397.0,329.81,2021,2024.0,14.0,1.0,3.0,8.1744,1,0.081744,90.3
PETROLEUM,AT PATHANKOT DISTRICT,151.0,,151.0,8.73,2022,2030.0,42.0,1.0,8.0,0.0,0,0.0,2.0
RAILWAYS,PATTI,299.74,,781.0,0.0,2017,2027.0,0.0,0.0,10.0,160.5592,1,1.605592,
ROAD TRANSPORT AND HIGHWAYS,PAVED SHOULDER OF PUNJAB/HARYANA MOONAK-JAKHAL-BUDHLADA,293.1,,315.0,318.24,2018,2020.0,58.0,1.0,2.0,7.4719,1,0.074719,99.75
ROAD TRANSPORT AND HIGHWAYS,SECTION OF NH- 3] FROM EXISTING KM 49.200,1069.59,,1069.59,739.08,2017,2019.0,74.0,1.0,2.0,0.0,0,0.0,44.0
ROAD TRANSPORT AND HIGHWAYS,AND UP GRADATION TO 2 SHOULDER OF NH-703A,170.57,,150.0,135.0,2018,2020.0,67.0,1.0,2.0,0.0,0,0.0,79.0
ROAD TRANSPORT AND HIGHWAYS,EXPRESSWAY WITH PATIALA-BATHINDA NEAR BHAWANIGARH TO,881.0,,881.0,932.64,2020,2024.0,3.0,1.0,4.0,0.0,0,0.0,90.64
ROAD TRANSPORT AND HIGHWAYS,EXPRESSWAY WITH LUDHIANA-,989.66,,989.66,,2020,2024.0,14.0,1.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,EXPRESSWAY WITH LUDHIANA-MOGA NEAR MULLANPUR DAKHA TO,1234.4,,1234.4,792.35,2020,2024.0,17.0,1.0,4.0,0.0,0,0.0,63.09
ROAD TRANSPORT AND HIGHWAYS,EXPRESSWAY 303+900 TO KM 319+400 OF AND AMRITSAR CO,1094.46,,1094.46,802.93,2020,2024.0,17.0,1.0,4.0,0.0,0,0.0,62.99
ROAD TRANSPORT AND HIGHWAYS,EXPRESSWAY FROM JUNCTION WITH,853.66,,853.66,132.99,2021,2024.0,20.0,1.0,3.0,0.0,0,0.0,15.33
ROAD TRANSPORT AND HIGHWAYS,LUDHIANA RUPNAGAR JUNCTION WITH NE 05,1501.02,,1501.02,237.0,2021,2025.0,0.0,0.0,4.0,0.0,0,0.0,73.0
ROAD TRANSPORT AND HIGHWAYS,CHOWK TO KURALI ROAD,1525.31,,1525.31,245.0,2021,2024.0,0.0,0.0,3.0,0.0,0,0.0,88.7
ROAD TRANSPORT AND HIGHWAYS,OF FOUR LANE PROJECT OF DELHI-,1741.86,2281.02,2281.02,1278.0,2021,2024.0,15.0,1.0,3.0,30.9531,1,0.309531,96.0
ROAD TRANSPORT AND HIGHWAYS,OF FOUR/SIX LANE LUDHIANA ? RUPNAGAR NO. NH-205K UNDER,1368.91,1368.91,1368.91,,2021,2024.0,22.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF 6 LANE JALANDHAR KAHLWAN NATIONAL DESIGN KM 0.00 ENDING AT,1754.84,,1754.84,1082.62,2021,2025.0,0.0,0.0,4.0,0.0,0,0.0,35.08
ROAD TRANSPORT AND HIGHWAYS,A. MALOUT BYPASS FROM TO CH. KM 35.500 ON NH-07 TO KM 6,646.42,646.42,646.42,481.67,2021,2024.0,13.0,1.0,3.0,0.0,0,0.0,96.0
ROAD TRANSPORT AND HIGHWAYS,OF MOGA TO BAJAKHANA OF 105B GREENFIELD DESIGN CHAINAGE,864.23,864.23,864.23,434.88,2020,2024.0,8.0,1.0,4.0,0.0,0,0.0,63.0
ROAD TRANSPORT AND HIGHWAYS,BATHINDA GREENFIELD VILLAGE TIBA ON NE 5A TO JALANDHAR ROAD N,1229.38,,1229.38,729.77,2021,2024.0,0.0,0.0,3.0,0.0,0,0.0,47.8
